richardmiller,"Spider Man 3 is still pretty good but when you compare it with its other two predecessors, you can see that there is a huge step down in the overall quality of the film."
ThomasMoore,Man I wish they didn't have to kill off Harry so quickly after he had just reconciled with Peter. That scene broke me so much.
JeffreyYoung,They had too many concepts that they tried to cram in one movie that it ended up being an awkward mess.
JacobKing1,"Tobey Maguire isn't good at being bad. Don't get me wrong, he played a great Spider-Man in the first two films but he just isn't cut for being evil."
NicholasLopez,I really tried my best to not hate it but it's hard not to compare it to the first two successful Spider-Man movies.
StephenScott,It felt like a totally different Spider-Man. It's such a shame because they had such a good storyline that connected the previous films.
LarryAdams,Great action sequences and character development is lost when you try too hard to cram too many things into one 2-hour movie.
JustinCampbell,"Yes, there was too much to process, but I still think it's a great ending to an epic trilogy."
Andres Gomez,"Tangled main characters really remember Aladdin's. The chameleon character could have been more juicy and it also repeats with stubborn determination Disney's intent of making any other animal to behave like dogs.

All in all, it is a stereotypical Disney movie that nails the template but it does it so well that it is also really entertaining. In addition, they get to add some of the fresh characteristics brought by Shrek to the scene."
ohlalipop,"Been wanting to watch this movie for quite some time. But then I wasn't sure if I really wanted to watch this or not because it might be just like Frog Prince (which I haven't seen completely yet). Even if I was tired (slept late the night before and woke up early when we got a phone call that Matt and Toby will come over to play Wii) and I didn't have money anymore, I wanted to watch this movie just to keep Matt entertained.

I wasn't disappointed. I really like this movie. It was like a classic Disney movie: a Princess, her prince charming, animal sidekick, and the best of all, MUSIC! I liked how the Princess was not the typical Disney princess. Rapunzel was strong and active. She wasn't very timid and proper like the usual Disney princess that I grew up watching. Flynn Rider was really cute which was a big plus. He was really charming. The animal sidekicks, Mascal and Maximus, were funny. All in all, I really like this movie and I strongly recommend it to all."
r96sk,"An enjoyable tale about Rapunzel.

<em>'Tangled'</em> kicks off Disney's animated releases for the 2010s in very strong fashion. It's nicely created, with fun characters and a hearty storyline. It actually sets a lot of the foundations that 2013's <em>'Frozen'</em> uses, there's a fair amount of similarities between the two.

Mandy Moore does a terrific job in the lead role, she's brings an energetic edge to the character alongside good humour. Zachary Levi (Flynn) and Donna Murphy (Mother Gothel) are more than decent in their respective parts. You also have the amusing (non-speaking) Maximus.

It's still very much the usual fairytale/princess thing, but it manages to add a lively turn to proceedings which keeps it entertaining."
John,"Might be my favorite Disney movie. My girls love it, and the hidden relationship metaphors are fun for adults to figure out."
Hotsake,There is a lot going on in this movie but it all just seemed kind of pointless and dull to me. Every now and then there would be a good scene or piece of dialogue but for the most part I felt myself getting bored and reaching for my phone to play Cribbage. I guess what I didn't like most is that it all felt like a big filler episode instead of an action packed character driven story arc.
